برلين ترفض حصول شركة اميركية على رخصة تصنيع دبابة " ليوبارد " الالمانية	X VERB NOUN NOUN ADJ ADP NOUN NOUN NOUN PUNCT X PUNCT ADJ
وسمح و سمح باشتراك ب اشتراك أي إنسان في العالم فيها في ها ( ! ! ) " ووفقا و وفقا لما ل ما جاء في الإعلان ، تناولت الجوائز الأسئلة الآتية : " في أي عام قدم الصندوق الكويتي أول قرض لمصر ل مصر ، كم عدد القروض التي حصلت عليها علي ها مصر من الصندوق الكويتي حتى 31 مارس الماضي ؟	_ CCONJ VERB _ ADP NOUN ADJ NOUN ADP NOUN _ ADP PRON PUNCT PUNCT PUNCT PUNCT PUNCT _ CCONJ NOUN _ ADP DET VERB ADP NOUN PUNCT VERB NOUN NOUN ADJ PUNCT PUNCT ADP ADJ NOUN VERB NOUN ADJ ADJ NOUN _ ADP NOUN PUNCT DET NOUN NOUN DET VERB _ ADP PRON NOUN ADP NOUN ADJ ADP NUM NOUN ADJ PUNCT
كم بلغت قيمة القروض بالدينار ب الدينار الكويتي المقدمة إلى مصر حتى 31 مارس الماضي ، وما و ما اسم المشروع في جمهورية مصر العربية الذي اسهم الصندوق الكويتي في تمويله تمويل ه بقرض ب قرض تم تقديمه تقديم ه العام 1990 .	DET VERB NOUN NOUN _ ADP NOUN ADJ ADJ ADP NOUN ADP NUM NOUN ADJ PUNCT _ CCONJ DET NOUN NOUN ADP NOUN NOUN ADJ DET VERB NOUN ADJ ADP _ NOUN PRON _ ADP NOUN VERB _ NOUN PRON NOUN NUM PUNCT
وفي و في أي عام قدم الصندوق الكويتي قرضاً لتمويل ل تمويل بناء مدارس في جمهورية مصر العربية ؟ "	_ CCONJ ADP X NOUN VERB NOUN ADJ NOUN _ ADP NOUN NOUN NOUN ADP NOUN NOUN ADJ PUNCT PUNCT
وطالب و طالب الحزب بتنظيم ب تنظيم مسابقة مصرية تتضمن الأسئلة التالية : " كم عدد المدرسين المصريين الذين ساهموا في محو أمية الشعب الكويتي قبل اكتشاف النفط وبعده و بعد ه ؟	_ CCONJ VERB NOUN _ ADP NOUN NOUN ADJ VERB NOUN ADJ PUNCT PUNCT DET NOUN NOUN ADJ DET VERB ADP NOUN NOUN NOUN ADJ ADP NOUN NOUN _ CCONJ ADP PRON PUNCT
وكم و كم عدد العمال المصريين الذين ساهموا في بناء الكويت وتعميرها و تعمير ها فتحولت ف تحولت من صحراء جرداء إلى ما هي عليه علي ه الآن ؟	_ CCONJ DET NOUN NOUN ADJ DET VERB ADP NOUN NOUN _ CCONJ NOUN PRON _ CCONJ VERB ADP NOUN ADJ ADP DET PRON _ ADP PRON NOUN PUNCT
وكم و كم عدد جنود الجيش المصري الذين ساهموا في تحرير الكويت ؟	_ CCONJ DET NOUN NOUN NOUN ADJ DET VERB ADP NOUN NOUN PUNCT
وكم و كم عدد الشهداء المصريين الذين سالت دماؤهم دماء هم على أرض الكويت في حرب تحرير الكويت ؟ "	_ CCONJ DET NOUN NOUN ADJ DET VERB _ NOUN PRON ADP NOUN NOUN ADP NOUN NOUN NOUN PUNCT PUNCT
فضل الله : شيخ الأزهر أساء إلى الإسلام بإعطائه ب إعطاء ه فرنسا حجة شرعية لمنع ل منع الحجاب	X X PUNCT NOUN NOUN VERB ADP NOUN _ ADP NOUN PRON X NOUN ADJ _ ADP NOUN NOUN
أخذ السيد محمد حسين فضل الله على شيخ الأزهر محمد سيد طنطاوي أنه أن ه " أساء إلى الإسلام والمسلمين و المسلمين عندما أعطى الدولة الفرنسية الحجة الشرعية الإسلامية في إصدار القرار ( منع ارتداء الحجاب ) باعتبار ب اعتبار مبدأ الحق " مطالباً إياه إيا ه بـ " الاعتذار " للمسلمين ل المسلمين والوقوف و الوقوف إسلامياً من أجل حماية الإسلام من كل ضغط في الداخل والخارج و الخارج .	VERB NOUN X X X X ADP NOUN NOUN X X X _ SCONJ PRON PUNCT VERB ADP NOUN _ CCONJ NOUN CCONJ VERB NOUN ADJ NOUN ADJ ADJ ADP NOUN NOUN PUNCT NOUN NOUN NOUN PUNCT _ ADP NOUN X NOUN PUNCT ADJ _ PART PRON ADP PUNCT NOUN PUNCT _ ADP NOUN _ CCONJ NOUN ADJ ADP NOUN NOUN NOUN ADP NOUN NOUN ADP NOUN _ CCONJ NOUN PUNCT
وقال و قال فضل الله في خطبة الجمعة : فوجئنا بحديث ب حديث شيخ الأزهر الذي استقبل به ب ه وزير الداخلية الفرنسي ( نيكولا ساركوزي ) بإعطاء ب إعطاء الحق الشرعي ، من خلال صفته صفة ه الشرعية الرسمية ، لفرنسا ل فرنسا في منع الفتيات المسلمات من ارتداء الحجاب ، على رغم تصريحه تصريح ه بأن ب أن الحجاب فرض دين ، ودعاهن و دعا هن إلى التزام هذا القرار ـ ولو و لو صدر ـ تحت عنوان الاضطرار " .	_ CCONJ VERB X X ADP NOUN NOUN PUNCT X _ ADP NOUN NOUN NOUN DET VERB _ ADP PRON NOUN ADJ ADJ PUNCT X X PUNCT _ ADP NOUN NOUN ADJ PUNCT ADP ADP _ NOUN PRON ADJ ADJ PUNCT _ ADP X ADP NOUN NOUN ADJ ADP NOUN NOUN PUNCT ADP NOUN _ NOUN PRON _ ADP SCONJ NOUN NOUN NOUN PUNCT _ CCONJ VERB PRON ADP NOUN DET NOUN PUNCT _ CCONJ CCONJ VERB PUNCT ADP NOUN NOUN PUNCT PUNCT
وأضاف و أضاف : " كأن ك أن شيخ الأزهر ، من خلال هذا التصريح ، يقول لكل ل كل الدول غير الإسلامية بل حتى الإسلامية غير الملتزمة بالإسلام ب الإسلام : اصنعوا للمسلمين ل المسلمين ظروف الاضطرار ليكون ل يكون ذلك مبرراً لهم ل هم للخروج ل الخروج من التزاماتهم التزامات هم الشرعية .	_ CCONJ VERB PUNCT PUNCT _ ADP CCONJ NOUN NOUN PUNCT ADP ADP DET NOUN PUNCT VERB _ ADP NOUN NOUN NOUN ADJ CCONJ ADV ADJ NOUN ADJ _ ADP NOUN PUNCT X _ ADP NOUN NOUN NOUN _ CCONJ AUX X NOUN _ ADP PRON _ ADP NOUN ADP _ NOUN PRON ADJ PUNCT
وكأنه و ك أن ه يقول للمسلمين ل المسلمين في فرنسا والعالم و العالم : ليس من حقكم حق كم الاعتراض حتى على مستوى الحوار الموضوعي العقلاني مع الدولة الفرنسية وغيرها و غير ها أو التحدث عن الإسلام في التزاماته التزامات ه الدينية ، بل عليكم علي كم الطاعة للحق ل الحق القانوني حتى لو منعكم منع كم من الصلاة في المساجد أو الصوم في شهر رمضان " .	_ CCONJ ADP SCONJ PRON VERB _ ADP NOUN ADP X _ CCONJ NOUN PUNCT AUX ADP _ NOUN PRON NOUN ADV ADP NOUN NOUN ADJ ADJ ADP NOUN ADJ _ CCONJ NOUN PRON CCONJ NOUN ADP NOUN ADP _ NOUN PRON ADJ PUNCT CCONJ _ ADP PRON NOUN _ ADP NOUN ADJ ADV CCONJ _ VERB PRON ADP NOUN ADP NOUN CCONJ NOUN ADP NOUN NOUN PUNCT PUNCT
واعتبر و اعتبر فضل الله أن " فرنسا هي بلد الحريات في التاريخ ومن و من حق المسلمين أن يمارسوا حريتهم حرية هم في النقاش الموضوعي والاعتراض و الاعتراض السلمي كمواطنين ك مواطنين في فرنسا أو كأصحاب ك أصحاب فكر يثير الآخرون الجدل فيه في ه " .	_ CCONJ VERB X X SCONJ PUNCT X PRON NOUN NOUN ADP NOUN _ CCONJ ADP NOUN NOUN SCONJ VERB _ NOUN PRON ADP NOUN ADJ _ CCONJ NOUN ADJ _ ADP NOUN ADP X CCONJ _ ADP NOUN NOUN VERB ADJ NOUN _ ADP PRON PUNCT PUNCT
وقال و قال " لا أدري لماذا لا يلتفت شيخ الأزهر إلى الكاثوليك واليهود و اليهود الفرنسيين الذين قالوا للحكومة ل الحكومة : ليس ذلك من حقها حق ها ، أو أن يلتفت إلى أمريكا وبريطانيا و بريطانيا وغيرهما و غير هما من الدول الغربية التي رفضت هذا القرار " .	_ CCONJ VERB PUNCT PART VERB DET PART VERB NOUN NOUN ADP NOUN _ CCONJ ADJ ADJ DET VERB _ ADP NOUN PUNCT AUX DET ADP _ NOUN PRON PUNCT CCONJ SCONJ VERB ADP X _ CCONJ X _ CCONJ NOUN PRON ADP NOUN ADJ DET VERB DET NOUN PUNCT PUNCT
تحذير من التقييم النقدي للثروات ل الثروات الطبيعية بضمانها بضمانها بضمانها	NOUN ADP NOUN ADJ _ ADP NOUN ADJ ADP NOUN PRON
وجه خبراء الاقتصاد انتقادات حادة إلى تصريحات الدكتور عاطف عبيد رئيس الوزراء في بيانه بيان ه أمام مجلس الشعب يوم 26 / 12 الماضي حول الحساب المجمد بالبنك ب البنك المركزي .	VERB NOUN NOUN NOUN ADJ ADP NOUN NOUN X X NOUN NOUN ADP _ NOUN PRON ADP NOUN NOUN NOUN NUM PUNCT NUM ADJ ADP NOUN ADJ _ ADP NOUN ADJ PUNCT
أكد الخبراء تضارب أرقام الحكومة حول الحساب المجمد ، وارتفاعه و ارتفاع ه من 47 مليار جنيه ببيان ب بيان الحكومة في يناير 2003 إلى 80 مليار جنيه في البيان الأخير بدون ب دون مبرر اقتصادي .	VERB NOUN NOUN NOUN NOUN ADP NOUN ADJ PUNCT _ CCONJ NOUN PRON ADP NUM NUM NOUN _ ADP NOUN NOUN ADP NOUN NUM ADP NUM NUM NOUN ADP NOUN ADJ _ ADP ADP NOUN ADJ PUNCT
أعرب الخبراء عن دهشتهم دهشة هم من سعي الحكومة إلى الاقتراض من البنك المركزي بضمان ب ضمان نهر النيل ! !	VERB NOUN ADP _ NOUN PRON ADP NOUN NOUN ADP NOUN ADP NOUN ADJ _ ADP NOUN NOUN NOUN PUNCT PUNCT
وحذر و حذر الخبراء من التقييم النقدي للثروات ل الثروات الطبيعية والاقتراض و الاقتراض بضمانها ب ضمان ها !	_ CCONJ VERB NOUN ADP NOUN ADJ _ ADP NOUN ADJ _ CCONJ NOUN _ ADP NOUN PRON PUNCT
كما حذر الخبراء من إقدام الحكومة على الاقتراض بضمان ب ضمان هذا الحساب بدون ب دون فوائد .	CCONJ VERB NOUN ADP NOUN NOUN ADP NOUN _ ADP NOUN DET NOUN _ ADP ADP NOUN PUNCT
وأكدوا و أكدوا أن الاقتراض بهذه ب هٰذه الطريقة سيؤدي س يؤدي إلى توسع نقدي وزيادة و زيادة في معدلات التضخم .	_ CCONJ VERB SCONJ NOUN _ ADP DET NOUN _ AUX VERB ADP NOUN ADJ _ CCONJ NOUN ADP NOUN NOUN PUNCT
وأكدت و أكدت مصادر مسئولية بوزارة ب وزارة التعاون الدولي أن الحساب المجمد يمثل أقساط الديون التي ألغاها ألغى ها نادي باريس .	_ CCONJ VERB NOUN X _ ADP NOUN NOUN ADJ SCONJ NOUN ADJ VERB NOUN NOUN DET _ VERB PRON X X PUNCT
وكانت و كانت توضع في حساب سري ولا و لا يظهر في حساب الموازنة العامة للدولة ل الدولة بالاتفاق ب الاتفاق مع صندوق النقد الدولي .	_ CCONJ VERB VERB ADP NOUN ADJ _ CCONJ PART VERB ADP NOUN NOUN ADJ _ ADP NOUN _ ADP NOUN ADP NOUN NOUN ADJ PUNCT
وأعربت و أعربت المصادر عن دهشتها دهشة ها من سعى الحكومة لتحسين ل تحسين صورتها صورة ها من وراء إثارة قضية الحساب المجمد والتي و التي لا تضيف شيئا حقيقياً للديون ل الديون المتراكمة على الحكومة .	_ CCONJ VERB NOUN ADP _ NOUN PRON ADP NOUN NOUN _ ADP NOUN _ NOUN PRON ADP ADP NOUN NOUN NOUN ADJ _ CCONJ DET PART VERB NOUN ADJ _ ADP NOUN ADJ ADP NOUN PUNCT
قطب إخواني يقود محاولة لتأسيس ل تأسيس جمعية ليبرالية للمحامين ل المحامين في مصر	NOUN X VERB NOUN _ ADP NOUN NOUN ADJ _ ADP NOUN ADP NOUN
في أول إعلان رسمي عن اعتراض نخبة من ممثلي التيارات السياسية في مصر على ممارسات أحزابهم أحزاب هم وتنظيماتهم و تنظيمات هم الرسمية للعمل ل العمل السياسي ، يقدم 118 محامياً يوم 3 / 1 الحالي طلبا إلى وزارة الشؤون الاجتماعية في مصر لتأسيس ل تأسيس جمعية ليبرالية تحت اسم جمعية حماية القيم الدستورية .	ADP ADJ NOUN ADJ ADP NOUN NOUN ADP NOUN NOUN ADJ ADP NOUN ADP NOUN _ NOUN PRON _ CCONJ NOUN PRON ADJ _ ADP NOUN ADJ PUNCT VERB NUM NOUN NOUN NUM PUNCT NUM ADJ NOUN ADP NOUN NOUN ADJ ADP NOUN _ ADP NOUN NOUN ADJ ADP NOUN NOUN NOUN NOUN ADJ PUNCT
ويتبنى و يتبنى فكرة إنشاء الجمعية القطب الإخواني البارز مختار نوح الذي قضى ثلاثة أعوام محبوساً في قضية تنظيم النقابيين ، مؤكداً أن السعي لتأسيس ل تأسيس هذه الجمعية يأتي اعتراضاً على ممارسة كافة التوجهات السياسية لعملها ل عمل ها في مصر ، والتي و التي تربت على رفض الآخر .	_ CCONJ VERB NOUN NOUN NOUN NOUN X ADJ X X DET VERB NUM NOUN ADJ ADP NOUN NOUN ADJ PUNCT ADJ SCONJ NOUN _ ADP NOUN DET NOUN VERB NOUN ADP NOUN NOUN NOUN ADJ _ ADP NOUN PRON ADP NOUN PUNCT _ CCONJ DET X ADP NOUN ADJ PUNCT
وقال و قال نوح لـ " الشرق الأوسط " قبل ساعات من عقد الاجتماع التأسيسي الرابع لجمعيته ل جمعية ه يوم 2 / 1 الحالي " نحن لا نقول إن الحزب الوطني الحاكم في مصر ، هو الحزب الشمولي الوحيد ، ولكن و لٰكن هناك الكثير من الأحزاب والتنظيمات و التنظيمات والجماعات و الجماعات الشمولية التي تقوم على مبدأ التوريث ، وإن و إن لم يكن للابن ل الابن ولكن و لٰكن لمن ل من يعتقد أنه أن ه بمثابة ب مثابة ابن بحيث ب حيث يتم تبادل الأدوار على أساس الثقة وليس و ليس الكفاءة " .	_ CCONJ VERB NOUN ADP PUNCT NOUN ADJ PUNCT ADP NOUN ADP NOUN NOUN ADJ ADJ _ ADP NOUN PRON NOUN NUM PUNCT NUM ADJ PUNCT PRON PART VERB SCONJ NOUN ADJ ADJ ADP NOUN PUNCT PRON NOUN ADJ ADJ PUNCT _ CCONJ CCONJ ADV ADJ ADP NOUN _ CCONJ NOUN _ CCONJ NOUN ADJ DET VERB ADP NOUN NOUN PUNCT _ CCONJ SCONJ PART VERB _ ADP NOUN _ CCONJ CCONJ _ ADP DET VERB _ SCONJ PRON _ ADP NOUN NOUN _ ADP CCONJ VERB NOUN NOUN ADP NOUN NOUN _ CCONJ AUX NOUN PUNCT PUNCT
وأضاف و أضاف نوح أن " النظام الأساسي للجمعية ل الجمعية يقوم على عدة محاور أهمها أهم ها الالتزام بالقيم ب القيم والتقاليد و التقاليد الموروثة ، وليبرالية و ليبرالية مهنة المحاماة ذاتها ذات ها ، وكذلك و كذٰلك بضرورة ب ضرورة قبول الآخر وتفعيل و تفعيل مبدأ تداول المسؤولية بين الجميع " مؤكداً أنها أن ها جمعية ليبرالية تضم كل القوى السياسية .	_ CCONJ VERB X SCONJ PUNCT NOUN ADJ _ ADP NOUN X ADP NOUN NOUN _ ADJ PRON NOUN _ ADP NOUN _ CCONJ NOUN ADJ PUNCT _ CCONJ NOUN NOUN NOUN _ NOUN PRON PUNCT _ CCONJ ADV _ ADP NOUN NOUN ADJ _ CCONJ NOUN NOUN NOUN NOUN ADP NOUN PUNCT ADJ _ SCONJ PRON NOUN NOUN VERB NOUN NOUN ADJ PUNCT
وأكد و أكد نوح أن الجمعية التي اقتصر تكوينها تكوين ها على المحامين ستعمل س تعمل بعيدا عن نقابة المحامين ، وهدفها و هدف ها إصلاح حال المحاماة وليبرالية و ليبرالية الدفاع عن مبادئ الإنسان وكرامة و كرامة البلد وقضايا و قضايا التحرر الوطني ، مشيرا إلى أن الجمعية لن تكون داعمة لأي ل أي تنظيم سياسي وأن و أن تشكيلها تشكيل ها يقتصر فقط على من يؤمن بالمشاركة ب المشاركة ويبتعد و يبتعد عن الاستحواذ .	_ CCONJ VERB NOUN SCONJ NOUN DET VERB _ NOUN PRON ADP NOUN _ AUX VERB ADJ ADP NOUN NOUN PUNCT _ CCONJ NOUN PRON NOUN NOUN NOUN _ CCONJ NOUN NOUN ADP NOUN NOUN _ CCONJ NOUN NOUN _ CCONJ NOUN NOUN ADJ PUNCT ADJ ADP SCONJ NOUN PART AUX ADJ _ ADP ADJ NOUN ADJ _ CCONJ SCONJ _ NOUN PRON VERB ADV ADP DET VERB _ ADP NOUN _ CCONJ VERB ADP NOUN PUNCT
وتضم و تضم الجمعية ممثلين لكافة ل كافة التيارات السياسية والفكرية و الفكرية في مصر وكذلك و كذٰلك المرأة والأقباط و الأقباط حيث تضم من الإخوان مختار نوح وخالد و خالد بدوي وإبراهيم و إبراهيم بكري ، ومن و من الناصريين أحمد عوض وطارق و طارق نجيدة وعصام و عصام الإسلامبولي ، ومن و من الإسلاميين المستقلين منتصر الزيات ومنى و منى إمبابي وأميمة و أميمة الشوربجي ومن و من الوفد محمد كامل وعاطف و عاطف البنا ومحمد و محمد علوان ومن و من الأقباط فوزي جرجس وطلعت عزيز ، وماجد و ماجد حنا .	_ CCONJ VERB NOUN NOUN _ ADP NOUN NOUN ADJ _ CCONJ ADJ ADP NOUN _ CCONJ ADV NOUN _ CCONJ NOUN CCONJ VERB ADP NOUN X X _ CCONJ NOUN X _ CCONJ NOUN X PUNCT _ CCONJ ADP ADJ X X _ CCONJ NOUN X _ CCONJ NOUN X PUNCT _ CCONJ ADP ADJ ADJ X X _ CCONJ NOUN X _ CCONJ NOUN X _ CCONJ ADP NOUN X X _ CCONJ NOUN X _ CCONJ NOUN X _ CCONJ ADP NOUN X X X X PUNCT _ CCONJ NOUN X PUNCT
شيخ الأزهر : " من حق فرنسا منع الحجاب وليس و ليس من حق أحد التدخل في شئون المسلمين "	NOUN NOUN PUNCT PUNCT ADP NOUN X NOUN NOUN _ CCONJ AUX ADP NOUN NOUN NOUN ADP NOUN NOUN PUNCT
أعلن فضيلة الشيخ الدكتور محمد سيد طنطاوي شيخ الأزهر الشريف ، أن من حق فرنسا إصدار قانون يحظر ارتداء الحجاب .	VERB NOUN NOUN NOUN X X X NOUN NOUN ADJ PUNCT SCONJ ADP NOUN X NOUN NOUN VERB NOUN NOUN PUNCT
وقال و قال شيخ الأزهر " إذا كانت المرأة المسلمة تعيش في دولة غير إسلامية تتعارض قوانينها قوانين ها مع الحجاب ، فإنها ف إن ها باستجابتها ب استجابة ها لهذه ل هٰذه القوانين تكون من الناحية الشرعية الإسلامية في حكم المضطرة " .	_ CCONJ VERB NOUN NOUN PUNCT CCONJ VERB NOUN ADJ VERB ADP NOUN NOUN ADJ VERB _ NOUN PRON ADP NOUN PUNCT _ CCONJ PART PRON _ ADP NOUN PRON _ ADP DET NOUN VERB ADP NOUN ADJ ADJ ADP NOUN ADJ PUNCT PUNCT
وأشار و أشار شيخ الأزهر في تصريحات صحفية خلال لقائه لقاء ه يوم 30 / 12 الحالي مع نيقولا ساركوزي وزير الداخلية الفرنسي ، إلى أن المسلمين الذين لا يسمحون بتدخل ب تدخل أحد في شئونهم شؤون هم لا يجب أن يتدخلوا هم أيضا في شئون غير المسلمين . .	_ CCONJ VERB NOUN NOUN ADP NOUN ADJ ADP _ NOUN PRON NOUN NUM PUNCT NUM ADJ ADP X X NOUN ADJ ADJ PUNCT ADP SCONJ NOUN DET PART VERB _ ADP NOUN NOUN ADP _ NOUN PRON PART VERB SCONJ VERB PRON ADV ADP NOUN NOUN NOUN PUNCT PUNCT
وأوضح و أوضح شيخ الأزهر :	_ CCONJ VERB NOUN NOUN PUNCT
إننا إن نا لا نسمح لغيرنا ل غير نا بأن ب أن يتدخلوا في شئوننا شؤون نا كدولة ك دولة مسلمة .	_ PART PRON PART X _ ADP NOUN PRON _ ADP SCONJ X ADP _ NOUN PRON _ ADP NOUN ADJ PUNCT
مفتي الديار المصرية يتخوف من ضرب الوجود الإسلامي	X NOUN ADJ VERB ADP NOUN NOUN ADJ
أعلن مفتي مصر الدكتور علي جمعة في تصريحات صحافية تخوفه تخوف ه من أن تكون هذه الخطوة الفرنسية مقدمة لخطوات ل خطوات أكبر لضرب ل ضرب الوجود الإسلامي في فرنسا حيث يوجد أكبر عدد من المسلمين .	VERB X NOUN NOUN X X ADP NOUN ADJ _ NOUN PRON ADP SCONJ AUX DET NOUN ADJ NOUN _ ADP NOUN ADJ _ ADP NOUN NOUN ADJ ADP X CCONJ VERB ADJ NOUN ADP NOUN PUNCT
وكان و كان لافتاً أن شيخ الأزهر أصر أن يكون حديثه حديث ه أمام وكالات الأنباء العالمية حتى ينقلوا رأيه رأي ه من دون أي مزايدات أو مغالطات ، وذلك و ذٰلك بعدما عقد جلسة مع ساركوزي اقتصرت عليهما علي هما .	_ CCONJ VERB ADJ SCONJ NOUN NOUN VERB SCONJ VERB _ NOUN PRON ADP NOUN NOUN ADJ CCONJ X _ NOUN PRON ADP ADP ADJ NOUN CCONJ ADJ PUNCT _ CCONJ DET CCONJ VERB NOUN ADP X VERB _ ADP PRON PUNCT
ونظراً و نظرا إلى اختلاف أعضاء " مجمع البحوث الإسلامية " على القضية ، أعلن شيخ الأزهر أن المجمع في حال انعقاد دائم حتى يصدر بيانا شاملاً عن القضية ، باعتباره ب اعتبار ه المرجعية الإسلامية الكبرى في العالم .	_ CCONJ NOUN ADP NOUN NOUN PUNCT NOUN NOUN ADJ PUNCT ADP NOUN PUNCT VERB NOUN NOUN SCONJ NOUN ADP NOUN NOUN ADJ CCONJ VERB NOUN ADJ ADP NOUN PUNCT _ ADP NOUN PRON NOUN ADJ ADJ ADP NOUN PUNCT
علماء في الأزهر يقولون إن طنطاوي يتحدث باسمه ب اسم ه الشخصي	NOUN ADP NOUN VERB SCONJ X VERB _ ADP NOUN PRON ADJ
في بوادر أزمة جديدة داخل المؤسسة الدينية المصرية أكد عدد من علماء الأزهر رفضهم رفض هم القاطع لتصريحات ل تصريحات شيخ الأزهر محمد سيد طنطاوي حول حق السلطات الفرنسية حظر الحجاب طالما أن فرنسا ليست دولة مسلمة وضرورة و ضرورة التزام المسلمات بقوانين ب قوانين البلاد التي يعيشون فيها في ها ، مؤكدين إن تصريحات طنطاوي تعكس رأيه رأي ه الشخصي ولا و لا تعكس رأي المؤسسة .	ADP NOUN NOUN ADJ ADP NOUN ADJ ADJ VERB NOUN ADP NOUN NOUN _ NOUN PRON ADJ _ ADP NOUN NOUN NOUN X X X ADP NOUN NOUN ADJ NOUN NOUN CCONJ SCONJ X AUX NOUN ADJ _ CCONJ NOUN NOUN NOUN _ ADP NOUN NOUN DET VERB _ ADP PRON PUNCT ADJ X NOUN X VERB _ NOUN PRON ADJ _ CCONJ PART VERB NOUN NOUN PUNCT
وظهر و ظهر الخلاف بين الفريقين علانية خلال الاجتماع الذي حضره حضر ه وزير الداخلية الفرنسي نيكولا ساركوزي وطنطاوي و طنطاوي وعدد و عدد آخر من علماء الدين الإسلامي بمصر ب مصر يوم 30 / 12 الحالي لمناقشة ل مناقشة موضوع سن قانون يمنع ارتداء الشارات الدينية البارزة في المدارس الفرنسية .	_ CCONJ VERB NOUN ADP NOUN NOUN ADP NOUN DET _ VERB PRON NOUN ADJ ADJ X X _ CCONJ NOUN _ CCONJ NOUN ADJ ADP NOUN NOUN ADJ _ ADP NOUN NOUN NUM PUNCT NUM ADJ _ ADP NOUN NOUN NOUN NOUN VERB NOUN NOUN ADJ ADJ ADP NOUN ADJ PUNCT
وقال و قال الدكتور عبد الصبور مرزوق أمين المجلس الأعلى للشؤون ل الشؤون الإسلامية إن طنطاوي أفتى فتوى باسمه ب اسم ه الشخصي لا باسم ب اسم علماء الأزهر .	_ CCONJ VERB NOUN NOUN X X NOUN NOUN ADJ _ ADP NOUN ADJ SCONJ X VERB NOUN _ ADP NOUN PRON ADJ PART _ ADP NOUN NOUN NOUN PUNCT
ورأى و رأى الدكتور نصر فريد مفتى مصر الأسبق إن إجبار المسلمات على نزع الحجاب ضد مبادئ العلمانية نفسها نفس ها .	_ CCONJ VERB NOUN X X X NOUN ADJ X NOUN NOUN ADP NOUN NOUN ADP NOUN NOUN _ NOUN PRON PUNCT
سفراء عرب في باريس : مسلمو فرنسا مغاربيون ولا و لا يعتبرون طنطاوي مرجعاً لهم لهم	NOUN ADJ ADP X PUNCT NOUN X X _ CCONJ PART VERB X NOUN ADP PRON
استقبلت باريس بارتياح ب ارتياح تصريحات جديدة لشيخ ل شيخ الأزهر محمد سيد طنطاوي أكد فيها في ها " حق " الدولة الفرنسية في إصدار قانون يحظر ارتداء المرأة الحجاب .	VERB X _ ADP NOUN NOUN ADJ _ ADP NOUN NOUN X X X VERB _ ADP PRON PUNCT NOUN PUNCT NOUN ADJ ADP NOUN NOUN VERB NOUN NOUN NOUN PUNCT
وقال و قال طنطاوي بعد استقباله استقبال ه وزير الداخلية الفرنسي نيكولا ساركوزي " إذا كانت المرأة المسلمة في غير دولة الإسلام ، كدولة ك دولة فرنسا مثلا ، وأراد و أراد المسؤولون فيها في ها أن يقرروا قوانين تتعارض مع مسألة الحجاب للمرأة ل المرأة المسلمة فهذا ف هٰذا حقهم حق هم . .	_ CCONJ VERB X ADP _ NOUN PRON NOUN ADJ ADJ X X PUNCT CCONJ VERB NOUN ADJ ADP NOUN NOUN NOUN PUNCT _ ADP NOUN X NOUN PUNCT _ CCONJ VERB NOUN _ ADP PRON SCONJ VERB NOUN VERB ADP NOUN NOUN _ ADP NOUN ADJ _ CCONJ DET _ NOUN PRON PUNCT PUNCT
هذا حقهم حق هم . .	DET _ NOUN PRON PUNCT PUNCT
هذا حقهم حق هم ، وأكرر و أكرر هذا حقهم حق هم الذي لا أستطيع أن أعارض فيه في ه " .	DET _ NOUN PRON PUNCT _ CCONJ VERB DET _ NOUN PRON DET PART VERB SCONJ VERB _ ADP PRON PUNCT PUNCT
وأوضحت و أوضحت مصادر مطلعة في القاهرة لـ " الحياة " أن تشاوراً سابقاً تم بين الفرنسيين وشيخ و شيخ الأزهر ، ولا و لا زال مستمراً .	_ CCONJ VERB NOUN ADJ ADP NOUN ADP PUNCT NOUN PUNCT SCONJ NOUN ADJ VERB ADP NOUN _ CCONJ NOUN NOUN PUNCT _ CCONJ PART VERB ADJ PUNCT
ونقلت و نقلت عن مصدر فرنسي قوله قول ه إن ساركوزي يحاول الإيحاء بأنه ب أن ه حقق نجاحاً باستصدار ب استصدار هذا الموقف من طنطاوي ، فيما تنصب الانتقادات في العالم الإسلامي على الرئيس جاك شيراك .	_ CCONJ VERB ADP NOUN ADJ _ NOUN PRON SCONJ X VERB NOUN _ ADP SCONJ PRON VERB NOUN _ ADP NOUN DET NOUN ADP X PUNCT CCONJ VERB NOUN ADP NOUN ADJ ADP NOUN X X PUNCT
ولا و لا تزال مسألة الحجاب محور نقاش حاد في فرنسا .	_ CCONJ PART VERB NOUN NOUN NOUN NOUN ADJ ADP X PUNCT
وتبين و تبين أن الانقسام في الرأي موجود أيضا بين السفراء العرب المعتمدين في فرنسا حيال القانون الذي تعتزم السلطات الفرنسية طرحه طرح ه للمناقشة ل المناقشة في البرلمان الفرنسي بشأن ب شأن حظر المظاهر الدينية في المدارس العامة .	_ CCONJ VERB SCONJ NOUN ADP NOUN ADJ ADV ADP NOUN ADJ ADJ ADP X ADP NOUN DET VERB NOUN ADJ _ NOUN PRON _ ADP NOUN ADP NOUN ADJ _ ADP NOUN NOUN NOUN ADJ ADP NOUN ADJ PUNCT
